 ,MDEwOlJlcG9zaXRvcnk0MjkxMDU0,MDEwOlJlcG9zaXRvcnk0Njc5MDA1,MDEwOlJlcG9zaXRvcnk1NDA5Nzc3,MDEwOlJlcG9zaXRvcnk1ODQ3Mzk3,MDEwOlJlcG9zaXRvcnk4MzAxMTAy,MDEwOlJlcG9zaXRvcnk4MzI4NDY0,MDEwOlJlcG9zaXRvcnk5MDg5MjU5,MDEwOlJlcG9zaXRvcnk5MTQ5MzUz,MDEwOlJlcG9zaXRvcnk5MjMzNzk0,MDEwOlJlcG9zaXRvcnk5NDUyNjYy,MDEwOlJlcG9zaXRvcnkxMzQ3ODIy,MDEwOlJlcG9zaXRvcnkxMzY4NzUz,MDEwOlJlcG9zaXRvcnkxNTU2Mjcz,MDEwOlJlcG9zaXRvcnkxNTcyOTYy,MDEwOlJlcG9zaXRvcnkxNjU0ODgz,MDEwOlJlcG9zaXRvcnkxNzA4ODUy,MDEwOlJlcG9zaXRvcnkxNzAyMTkz,MDEwOlJlcG9zaXRvcnkxNzE3MTcw,MDEwOlJlcG9zaXRvcnkxNzEzMzY1,MDEwOlJlcG9zaXRvcnkxNzM2Mjk4,MDEwOlJlcG9zaXRvcnkxNzMzOTgz,MDEwOlJlcG9zaXRvcnkxODc4Mjkw,MDEwOlJlcG9zaXRvcnkxOTY5MTgw,MDEwOlJlcG9zaXRvcnkxOTczNTEx,MDEwOlJlcG9zaXRvcnkyMDU5Nzcw,MDEwOlJlcG9zaXRvcnkyMTAxNzY2,MDEwOlJlcG9zaXRvcnkyOTYwNjk2,MDEwOlJlcG9zaXRvcnkzMTQ3MjMz,MDEwOlJlcG9zaXRvcnkzMjU3ODM4,MDEwOlJlcG9zaXRvcnkzMjg4NTcz
jsclayton,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
